ep,node,gtype,policy,deg_mean,btwn_mean,close_mean,vuln_mean,vuln_std,vuln_max,total_scans,total_exploits,total_successes,uniq_srcs_mean,neigh_scans_mean,time_since_last_mean,label
383,19,barabasi_albert,rl_stub,2.0,0.0,0.42000000000000004,0.14635658088021083,0.0,0.14635658088021083,40,0,0,1.25,1.19375,10.83125,0
383,20,barabasi_albert,rl_stub,2.0,0.0,0.40384615384615385,0.678542468129658,0.0,0.678542468129658,105,0,0,1.4375,1.25625,11.21875,0
383,21,barabasi_albert,rl_stub,2.0,0.005555555555555556,0.38181818181818183,1.0,0.0,1.0,35,0,0,1.2125,1.35,7.825,0
384,0,barabasi_albert,rl_stub,3.0,0.38562091503267976,0.4390243902439025,0.051000000000000004,0.0,0.051,173,40,0,1.65625,1.50625,15.1625,1
384,1,barabasi_albert,rl_stub,1.0,0.0,0.3103448275862069,0.516,0.0,0.516,88,0,0,1.45,1.08125,15.475,0
384,2,barabasi_albert,rl_stub,7.0,0.8496732026143791,0.5625,0.707,0.0,0.707,73,0,0,1.45625,5.19375,11.3875,0
384,3,barabasi_albert,rl_stub,2.0,0.11111111111111112,0.3829787234042553,0.087,0.0,0.087,246,0,0,1.75625,1.5375,13.06875,0
384,4,barabasi_albert,rl_stub,1.0,0.0,0.3673469387755102,0.465,0.0,0.465,92,0,0,1.55,0.45625,12.6,0
384,5,barabasi_albert,rl_stub,3.0,0.21568627450980396,0.3333333333333333,0.612,0.0,0.612,80,160,40,1.78125,2.26875,12.03125,1
384,6,barabasi_albert,rl_stub,4.0,0.39869281045751637,0.4390243902439025,0.073,0.0,0.073,40,217,0,2.1875,3.36875,4.4,1
384,7,barabasi_albert,rl_stub,1.0,0.0,0.3673469387755102,0.619,0.0,0.619,40,0,0,1.0,0.45625,19.1125,0
384,8,barabasi_albert,rl_stub,1.0,0.0,0.2535211267605634,0.733,0.0,0.733,63,0,0,1.05625,0.5,24.575,0
384,9,barabasi_albert,rl_stub,1.0,0.0,0.3103448275862069,0.186,0.0,0.186,120,0,0,1.7375,0.25,8.71875,0
384,10,barabasi_albert,rl_stub,2.0,0.11111111111111112,0.3829787234042553,0.74,0.0,0.74,80,0,0,1.4625,2.44375,11.2375,0
384,11,barabasi_albert,rl_stub,1.0,0.0,0.28125,0.555,0.0,0.555,173,0,0,1.81875,1.5375,13.11875,0
384,12,barabasi_albert,rl_stub,1.0,0.0,0.28125,0.195,0.0,0.195,318,0,0,2.3125,0.5,9.90625,0
384,13,barabasi_albert,rl_stub,2.0,0.11111111111111112,0.3829787234042553,0.548,0.0,0.548,160,0,0,1.85625,0.6625,9.10625,0
384,14,barabasi_albert,rl_stub,1.0,0.0,0.3103448275862069,0.707,0.0,0.707,200,166,45,2.63125,0.25,9.64375,1
384,15,barabasi_albert,rl_stub,2.0,0.11111111111111112,0.32142857142857145,0.238,0.0,0.238,146,87,0,1.9375,1.00625,8.0375,1
384,16,barabasi_albert,rl_stub,1.0,0.0,0.28125,0.273,0.0,0.273,33,0,0,0.9125,1.0,20.46875,0
384,17,barabasi_albert,rl_stub,1.0,0.0,0.2535211267605634,0.309,0.0,0.309,127,0,0,1.5375,0.5,13.63125,0
384,18,barabasi_albert,rl_stub,1.0,0.0,0.24657534246575344,0.43200000000000005,0.0,0.432,121,168,0,2.0875,0.9125,8.775,1
385,0,barabasi_albert,greedy,8.0,0.41515151515151516,0.75,0.829,0.0,0.829,0,0,0,0.0,39.99375,40.0,0
385,1,barabasi_albert,greedy,4.0,0.06742424242424243,0.6,0.39,0.0,0.39,6382,0,0,1.675,0.0,1.0,0
385,2,barabasi_albert,greedy,1.0,0.0,0.4444444444444445,0.257,0.0,0.257,0,0,0,0.25,0.0,35.125,0
385,3,barabasi_albert,greedy,6.0,0.248989898989899,0.6666666666666666,0.074,0.0,0.074,0,0,0,0.25,39.8875,35.125,0
385,4,barabasi_albert,greedy,3.0,0.04292929292929293,0.48,0.754,0.0,0.754,0,0,0,0.46875,39.8875,31.40625,0
385,5,barabasi_albert,greedy,2.0,0.0,0.48,0.127,0.0,0.127,0,0,0,0.25,39.8875,35.125,0
385,6,barabasi_albert,greedy,5.0,0.15505050505050502,0.631578947368421,0.344,0.0,0.344,0,0,0,0.63125,0.10625,25.88125,0
385,7,barabasi_albert,greedy,4.0,0.0707070707070707,0.5714285714285714,0.307,0.0,0.307,0,0,0,0.25,0.0,35.125,0
385,8,barabasi_albert,greedy,2.0,0.00808080808080808,0.46153846153846156,0.182,0.0,0.182,0,0,0,0.66875,0.0,26.2,0
385,9,barabasi_albert,greedy,2.0,0.014393939393939393,0.4444444444444445,0.813,0.0,0.813,0,0,0,0.64375,0.0,26.1875,0
385,10,barabasi_albert,greedy,3.0,0.0404040404040404,0.5217391304347826,0.745,0.0,0.745,0,0,0,0.6375,0.0,26.9,0
385,11,barabasi_albert,greedy,2.0,0.0,0.48,0.24299999999999997,0.0,0.243,17,0,0,0.65,0.0,28.26875,0
385,12,barabasi_albert,greedy,2.0,0.012626262626262628,0.46153846153846156,0.466,0.0,0.466,0,0,0,0.5,0.0,30.25,0
386,0,barabasi_albert,random,1.0,0.0,0.34146341463414637,0.351,0.0,0.351,214,0,0,1.85625,1.83125,11.66875,0
386,1,barabasi_albert,random,4.0,0.39560439560439564,0.5,0.761,0.0,0.761,293,0,0,2.3,4.8625,6.75,0
386,2,barabasi_albert,random,7.0,0.8571428571428573,0.6666666666666666,0.092,0.0,0.092,200,0,0,2.25,6.24375,6.39375,0
386,3,barabasi_albert,random,1.0,0.0,0.4117647058823529,0.8480000000000001,0.0,0.848,45,0,0,1.09375,1.25,21.2125,0
386,4,barabasi_albert,random,4.0,0.39560439560439564,0.5,0.788,0.0,0.788,71,0,0,0.96875,4.36875,17.39375,0
386,5,barabasi_albert,random,1.0,0.0,0.34146341463414637,0.195,0.0,0.195,80,0,0,1.36875,1.83125,19.175,0
386,6,barabasi_albert,random,1.0,0.0,0.4117647058823529,0.399,0.0,0.399,206,0,0,1.8,1.25,13.74375,0
386,7,barabasi_albert,random,1.0,0.0,0.4117647058823529,0.617,0.0,0.617,143,0,0,1.625,1.25,10.66875,0
386,8,barabasi_albert,random,1.0,0.0,0.34146341463414637,0.568,0.0,0.568,115,0,0,1.5125,0.44375,15.15625,0
386,9,barabasi_albert,random,2.0,0.14285714285714288,0.4375,0.535,0.0,0.535,101,0,0,1.63125,2.5,8.13125,0
386,10,barabasi_albert,random,1.0,0.0,0.34146341463414637,0.099,0.0,0.099,284,0,0,2.4375,1.83125,11.05,0
386,11,barabasi_albert,random,1.0,0.0,0.3111111111111111,0.261,0.0,0.261,200,0,0,2.25,0.63125,9.175,0
386,12,barabasi_albert,random,1.0,0.0,0.4117647058823529,0.596,0.0,0.596,140,0,0,1.39375,1.25,16.63125,0
386,13,barabasi_albert,random,1.0,0.0,0.34146341463414637,0.789,0.0,0.789,180,0,0,1.94375,0.44375,12.7375,0
386,14,barabasi_albert,random,1.0,0.0,0.34146341463414637,0.061,0.0,0.061,204,0,0,1.6875,0.44375,16.19375,0
387,0,barabasi_albert,random,7.0,0.7647058823529411,0.5151515151515151,0.692,0.0,0.692,112,0,0,1.51875,6.43125,7.5125,0
387,1,barabasi_albert,random,4.0,0.6176470588235294,0.48571428571428565,0.315,0.0,0.315,206,0,0,2.0,3.3875,4.9375,0
387,2,barabasi_albert,random,3.0,0.3235294117647059,0.37777777777777777,0.267,0.0,0.267,99,0,0,1.6,3.0375,9.73125,0
387,3,barabasi_albert,random,1.0,0.0,0.3469387755102041,0.657,0.0,0.657,52,0,0,1.28125,0.7,11.38125,0
387,4,barabasi_albert,random,2.0,0.11764705882352941,0.3469387755102041,0.41600000000000004,0.0,0.416,200,0,0,1.75,1.725,7.9125,0
387,5,barabasi_albert,random,1.0,0.0,0.3333333333333333,0.684,0.0,0.684,131,0,0,1.60625,1.2875,9.39375,0
387,6,barabasi_albert,random,2.0,0.22058823529411767,0.37777777777777777,0.219,0.0,0.219,129,0,0,1.80625,0.8,9.65625,0
387,7,barabasi_albert,random,1.0,0.0,0.26153846153846155,0.136,0.0,0.136,70,0,0,1.425,1.25,9.64375,0
387,8,barabasi_albert,random,2.0,0.11764705882352941,0.3617021276595745,0.122,0.0,0.122,336,0,0,2.2,1.575,6.75625,0
387,9,barabasi_albert,random,1.0,0.0,0.2698412698412698,0.747,0.0,0.747,140,0,0,1.8375,2.1,12.0,0
387,10,barabasi_albert,random,1.0,0.0,0.2786885245901639,0.715,0.0,0.715,80,0,0,1.5,0.61875,7.175,0
387,11,barabasi_albert,random,2.0,0.11764705882352941,0.288135593220339,0.736,0.0,0.736,200,0,0,2.2375,2.05,11.7375,0
387,12,barabasi_albert,random,1.0,0.0,0.3469387755102041,0.505,0.0,0.505,146,0,0,1.9125,0.7,9.19375,0
387,13,barabasi_albert,random,1.0,0.0,0.3469387755102041,0.868,0.0,0.868,80,0,0,1.5,0.7,14.15625,0
387,14,barabasi_albert,random,2.0,0.11764705882352941,0.288135593220339,0.297,0.0,0.297,16,0,0,1.1,2.16875,10.7875,0
387,15,barabasi_albert,random,1.0,0.0,0.22666666666666666,0.233,0.0,0.233,229,0,0,2.175,1.25,11.46875,0
387,16,barabasi_albert,random,1.0,0.0,0.3469387755102041,0.059,0.0,0.059,80,0,0,1.4125,0.7,15.75,0
387,17,barabasi_albert,random,1.0,0.0,0.22666666666666666,0.264,0.0,0.264,218,0,0,2.3625,0.1,7.99375,0
388,0,barabasi_albert,rl_stub,10.0,0.6272727272727272,0.9166666666666666,0.45200000000000007,0.0,0.452,93,40,0,1.83125,10.45625,4.58125,1
388,1,barabasi_albert,rl_stub,4.0,0.07878787878787877,0.6111111111111112,0.717,0.0,0.717,234,0,0,1.9625,3.84375,7.99375,0
388,2,barabasi_albert,rl_stub,2.0,0.0,0.55,0.585,0.0,0.585,218,0,0,2.3,1.3,10.14375,0
388,3,barabasi_albert,rl_stub,3.0,0.015151515151515148,0.5789473684210527,0.541,0.0,0.541,162,80,0,1.6125,2.36875,7.56875,1
388,4,barabasi_albert,rl_stub,2.0,0.0,0.5238095238095238,0.163,0.0,0.163,52,0,0,0.94375,1.59375,18.00625,0
388,5,barabasi_albert,rl_stub,5.0,0.12121212121212122,0.6470588235294118,0.164,0.0,0.164,115,67,0,1.6375,6.125,6.04375,1
388,6,barabasi_albert,rl_stub,2.0,0.0,0.55,0.8390000000000001,0.0,0.839,106,0,0,1.5875,2.04375,9.91875,0
388,7,barabasi_albert,rl_stub,4.0,0.03939393939393939,0.6111111111111112,0.8550000000000001,0.0,0.855,145,198,0,2.40625,3.61875,7.2125,1
388,8,barabasi_albert,rl_stub,2.0,0.0,0.5238095238095238,0.562,0.0,0.562,145,0,0,1.38125,1.4875,13.40625,0
388,9,barabasi_albert,rl_stub,2.0,0.0,0.55,0.607,0.0,0.607,270,0,0,2.2,1.3,10.69375,0
388,10,barabasi_albert,rl_stub,2.0,0.0,0.5238095238095238,0.262,0.0,0.262,226,280,0,3.3,1.4875,8.125,1
388,11,barabasi_albert,rl_stub,2.0,0.00909090909090909,0.4782608695652174,0.184,0.0,0.184,254,0,0,2.3375,2.18125,6.75625,0
389,0,watts_strogatz,rl_stub,2.0,0.20833333333333334,0.24242424242424243,0.145,0.0,0.145,100,0,0,1.225,1.5875,14.83125,0
389,1,watts_strogatz,rl_stub,2.0,0.19583333333333333,0.2388059701492537,0.159,0.0,0.159,140,0,0,1.8,2.26875,14.58125,0
389,2,watts_strogatz,rl_stub,2.0,0.1875,0.23529411764705882,0.866,0.0,0.866,263,33,0,2.5,0.95625,14.40625,1
389,3,watts_strogatz,rl_stub,2.0,0.17916666666666667,0.2318840579710145,0.458,0.0,0.458,13,0,0,0.45,1.975,29.325,0
389,4,watts_strogatz,rl_stub,2.0,0.17916666666666667,0.22857142857142856,0.489,0.0,0.489,53,0,0,1.23125,0.8375,18.83125,0
389,5,watts_strogatz,rl_stub,2.0,0.19583333333333333,0.2388059701492537,0.8960000000000001,0.0,0.896,121,387,149,2.4625,0.43125,11.05625,1
389,6,watts_strogatz,rl_stub,2.0,0.2208333333333333,0.25,0.585,0.0,0.585,16,120,0,1.4375,1.18125,18.29375,1
389,7,watts_strogatz,rl_stub,3.0,0.31666666666666665,0.26229508196721313,0.364,0.0,0.364,68,160,0,2.025,1.85,11.95,1
389,8,watts_strogatz,rl_stub,2.0,0.2708333333333333,0.26666666666666666,0.572,0.0,0.572,80,0,0,0.96875,0.775,22.64375,0
389,9,watts_strogatz,rl_stub,2.0,0.2791666666666667,0.2711864406779661,0.262,0.0,0.262,56,80,0,1.23125,1.58125,19.2625,1
389,10,watts_strogatz,rl_stub,2.0,0.2875,0.27586206896551724,0.82,0.0,0.82,173,160,0,2.0,2.325,10.9875,1
389,11,watts_strogatz,rl_stub,1.0,0.0,0.21052631578947367,0.132,0.0,0.132,200,0,0,1.625,0.425,15.475,0
389,12,watts_strogatz,rl_stub,1.0,0.0,0.18823529411764706,0.402,0.0,0.402,73,0,0,0.70625,1.0,30.3625,0
389,13,watts_strogatz,rl_stub,2.0,0.125,0.22857142857142856,0.715,0.0,0.715,160,0,0,1.55625,2.43125,14.025,0
389,14,watts_strogatz,rl_stub,3.0,0.4041666666666667,0.2807017543859649,0.43200000000000005,0.0,0.432,316,0,0,1.88125,2.33125,6.625,0
389,15,watts_strogatz,rl_stub,2.0,0.25416666666666665,0.26666666666666666,0.127,0.0,0.127,40,0,0,0.99375,2.6875,16.36875,0
389,16,watts_strogatz,rl_stub,2.0,0.22916666666666666,0.25396825396825395,0.134,0.0,0.134,114,106,0,1.7375,0.875,15.4,1
390,0,barabasi_albert,rl_stub,7.0,0.2371323529411764,0.6296296296296297,0.429,0.0,0.429,41,22,0,1.30625,5.5,7.025,1
390,1,barabasi_albert,rl_stub,5.0,0.0821078431372549,0.53125,0.10200000000000001,0.0,0.102,120,0,0,1.4125,4.34375,14.73125,0
390,2,barabasi_albert,rl_stub,1.0,0.0,0.3953488372093023,0.884,0.0,0.884,118,0,0,1.35,0.25625,19.0625,0
390,3,barabasi_albert,rl_stub,10.0,0.3658088235294118,0.7083333333333334,0.8699999999999999,0.0,0.87,80,380,0,2.86875,9.16875,4.75,1
390,4,barabasi_albert,rl_stub,8.0,0.33700980392156865,0.6538461538461539,0.8779999999999999,0.0,0.878,120,0,0,1.50625,5.125,11.5875,0
390,5,barabasi_albert,rl_stub,3.0,0.022671568627450976,0.48571428571428565,0.45,0.0,0.45,187,0,0,2.16875,2.1375,10.1625,0
390,6,barabasi_albert,rl_stub,3.0,0.028186274509803922,0.43589743589743596,0.36,0.0,0.36,142,0,0,1.475,1.70625,17.21875,0
390,7,barabasi_albert,rl_stub,3.0,0.028186274509803922,0.4722222222222222,0.11300000000000002,0.0,0.113,204,0,0,2.01875,1.3125,10.01875,0
390,8,barabasi_albert,rl_stub,2.0,0.0,0.48571428571428565,0.14,0.0,0.14,160,278,0,2.5125,1.25,9.30625,1
390,9,barabasi_albert,rl_stub,2.0,0.01838235294117647,0.43589743589743596,0.429,0.0,0.429,45,0,0,1.1625,1.6375,14.54375,0
390,10,barabasi_albert,rl_stub,2.0,0.0,0.4594594594594595,0.233,0.0,0.233,127,0,0,1.60625,0.75625,10.79375,0
390,11,barabasi_albert,rl_stub,3.0,0.00980392156862745,0.4722222222222222,0.24299999999999997,0.0,0.243,173,0,0,1.84375,1.5625,8.4125,0
390,12,barabasi_albert,rl_stub,4.0,0.07230392156862746,0.53125,0.702,0.0,0.702,206,0,0,2.13125,3.16875,12.3375,0
390,13,barabasi_albert,rl_stub,2.0,0.0,0.43589743589743596,0.121,0.0,0.121,129,0,0,1.6125,1.58125,12.13125,0
390,14,barabasi_albert,rl_stub,3.0,0.007352941176470588,0.43589743589743596,0.39,0.0,0.39,124,0,0,1.425,3.0,17.01875,0
390,15,barabasi_albert,rl_stub,2.0,0.0,0.41463414634146345,0.8160000000000001,0.0,0.816,154,0,0,1.56875,1.525,17.93125,0
390,16,barabasi_albert,rl_stub,2.0,0.013480392156862744,0.43589743589743596,0.652,0.0,0.652,10,0,0,1.0125,2.025,15.075,0
390,17,barabasi_albert,rl_stub,2.0,0.005514705882352941,0.41463414634146345,0.702,0.0,0.702,183,0,0,1.8625,2.0375,15.19375,0
391,0,erdos_renyi,random,3.0,0.0707070707070707,0.36065573770491804,0.299,0.0,0.299,99,0,0,1.26875,2.15,11.7625,0
391,1,erdos_renyi,random,1.0,0.0,0.3283582089552239,0.883,0.0,0.883,157,0,0,1.59375,0.44375,13.725,0
391,2,erdos_renyi,random,5.0,0.14360269360269362,0.44000000000000006,0.43499999999999994,0.0,0.435,228,0,0,2.225,3.35625,6.075,0
391,3,erdos_renyi,random,3.0,0.04146224146224145,0.44897959183673464,0.8629999999999999,0.0,0.863,111,0,0,1.40625,2.94375,16.2,0
391,4,erdos_renyi,random,5.0,0.18635161135161138,0.4782608695652174,0.10600000000000001,0.0,0.106,71,0,0,1.43125,3.9,11.55,0
391,5,erdos_renyi,random,2.0,0.0,0.39285714285714285,0.071,0.0,0.071,167,0,0,1.875,1.25625,8.88125,0
391,6,erdos_renyi,random,1.0,0.0,0.3283582089552239,0.321,0.0,0.321,85,0,0,1.4375,0.75625,14.1375,0
391,7,erdos_renyi,random,1.0,0.0,0.30985915492957744,0.524,0.0,0.524,200,0,0,2.0125,1.20625,9.1625,0
391,8,erdos_renyi,random,3.0,0.03737373737373737,0.3793103448275862,0.071,0.0,0.071,53,0,0,1.33125,1.4375,12.78125,0
391,9,erdos_renyi,random,4.0,0.0962000962000962,0.4583333333333333,0.533,0.0,0.533,2,0,0,0.76875,3.46875,22.975,0
391,10,erdos_renyi,random,2.0,0.019841269841269837,0.3235294117647059,0.165,0.0,0.165,154,0,0,1.41875,2.16875,21.71875,0
391,11,erdos_renyi,random,6.0,0.17396584896584896,0.4782608695652174,0.351,0.0,0.351,188,0,0,2.09375,3.04375,10.68125,0
391,12,erdos_renyi,random,2.0,0.024531024531024532,0.34375,0.512,0.0,0.512,80,0,0,1.375,2.2,14.075,0
391,13,erdos_renyi,random,5.0,0.13858826358826365,0.44000000000000006,0.374,0.0,0.374,193,0,0,2.14375,3.65625,8.825,0
391,14,erdos_renyi,random,6.0,0.20060125060125053,0.4782608695652174,0.32,0.0,0.32,121,0,0,1.75625,4.5875,9.775,0
391,15,erdos_renyi,random,2.0,0.011423761423761423,0.36065573770491804,0.331,0.0,0.331,0,0,0,1.0,1.50625,10.425,0
391,16,erdos_renyi,random,6.0,0.18333333333333332,0.5116279069767442,0.44800000000000006,0.0,0.448,80,0,0,1.35,4.2625,14.69375,0
391,17,erdos_renyi,random,5.0,0.06505531505531505,0.46808510638297873,0.8160000000000001,0.0,0.816,55,0,0,1.05,4.04375,18.9625,0
391,18,erdos_renyi,random,3.0,0.06803751803751805,0.4,0.323,0.0,0.323,248,0,0,2.53125,3.34375,10.15625,0
391,19,erdos_renyi,random,2.0,0.028427128427128422,0.36065573770491804,0.332,0.0,0.332,124,0,0,1.775,0.94375,12.1875,0
391,20,erdos_renyi,random,2.0,0.03235930735930736,0.3384615384615385,0.08,0.0,0.08,115,0,0,1.61875,1.69375,14.6375,0
391,21,erdos_renyi,random,4.0,0.09296536796536797,0.44000000000000006,0.527,0.0,0.527,75,0,0,1.36875,1.90625,10.24375,0
391,22,erdos_renyi,random,3.0,0.06915584415584415,0.4,0.866,0.0,0.866,172,0,0,2.025,2.9,14.2875,0
392,0,barabasi_albert,random,9.0,0.868421052631579,0.5405405405405406,0.316,0.0,0.316,170,0,0,1.7625,8.30625,5.25625,0
392,1,barabasi_albert,random,2.0,0.26842105263157895,0.4,0.43600000000000005,0.0,0.436,192,0,0,1.775,1.65,14.09375,0
392,2,barabasi_albert,random,1.0,0.0,0.35714285714285715,0.46299999999999997,0.0,0.463,164,0,0,1.925,1.0625,15.40625,0
392,3,barabasi_albert,random,2.0,0.18947368421052632,0.38461538461538464,0.8219999999999998,0.0,0.822,200,0,0,1.94375,1.675,10.49375,0
392,4,barabasi_albert,random,3.0,0.19473684210526315,0.3076923076923077,0.781,0.0,0.781,94,0,0,1.3375,3.21875,14.2875,0
392,5,barabasi_albert,random,4.0,0.43157894736842106,0.43478260869565216,0.377,0.0,0.377,226,0,0,2.18125,4.3625,12.88125,0
392,6,barabasi_albert,random,2.0,0.09999999999999999,0.2898550724637681,0.21800000000000003,0.0,0.218,98,0,0,1.16875,1.54375,15.85,0
392,7,barabasi_albert,random,1.0,0.0,0.23809523809523808,0.077,0.0,0.077,218,0,0,1.8125,0.5875,19.39375,0
392,8,barabasi_albert,random,2.0,0.09999999999999999,0.37037037037037035,0.267,0.0,0.267,130,0,0,1.5,1.475,11.39375,0
392,9,barabasi_albert,random,2.0,0.18947368421052632,0.32786885245901637,0.213,0.0,0.213,187,0,0,1.48125,2.4125,17.975,0
392,10,barabasi_albert,random,2.0,0.09999999999999999,0.2564102564102564,0.845,0.0,0.845,160,0,0,1.725,1.41875,16.94375,0
392,11,barabasi_albert,random,1.0,0.0,0.3076923076923077,0.125,0.0,0.125,120,0,0,1.575,1.4125,14.16875,0
392,12,barabasi_albert,random,1.0,0.0,0.35714285714285715,0.708,0.0,0.708,171,0,0,1.84375,1.0625,9.725,0
392,13,barabasi_albert,random,1.0,0.0,0.273972602739726,0.645,0.0,0.645,66,0,0,1.4125,0.8125,9.08125,0
392,14,barabasi_albert,random,1.0,0.0,0.23809523809523808,0.379,0.0,0.379,105,0,0,1.4125,0.5875,12.5125,0
392,15,barabasi_albert,random,1.0,0.0,0.35714285714285715,0.082,0.0,0.082,40,0,0,1.0,1.0625,21.1375,0
392,16,barabasi_albert,random,1.0,0.0,0.22727272727272724,0.196,0.0,0.196,47,0,0,1.14375,0.6125,14.9375,0
392,17,barabasi_albert,random,1.0,0.0,0.35714285714285715,0.691,0.0,0.691,120,0,0,1.7,1.0625,13.05625,0
392,18,barabasi_albert,random,1.0,0.0,0.20618556701030927,0.891,0.0,0.891,40,0,0,0.78125,1.0,23.15625,0
392,19,barabasi_albert,random,1.0,0.0,0.3076923076923077,0.519,0.0,0.519,221,0,0,1.9,1.4125,13.1,0
392,20,barabasi_albert,random,1.0,0.0,0.35714285714285715,0.326,0.0,0.326,86,0,0,1.1875,1.0625,18.025,0
393,0,barabasi_albert,random,6.0,0.11818181818181821,0.6875,0.9159537202742609,0.0,0.9159537202742609,227,0,0,1.91875,6.5875,6.25,0
393,1,barabasi_albert,random,7.0,0.10909090909090909,0.7333333333333333,0.4220403706491343,0.0,0.4220403706491343,172,0,0,2.075,9.7125,5.66875,0
393,2,barabasi_albert,random,2.0,0.0,0.5238095238095238,0.6094129121812597,0.0,0.6094129121812597,97,0,0,1.60625,2.01875,9.6625,0
393,3,barabasi_albert,random,4.0,0.06818181818181818,0.5789473684210527,0.32024319660036166,0.0,0.32024319660036166,321,0,0,2.61875,5.06875,8.58125,0
393,4,barabasi_albert,random,9.0,0.2939393939393939,0.8461538461538461,0.6731405934611193,0.0,0.6731405934611193,96,0,0,1.48125,11.29375,5.65,0
393,5,barabasi_albert,random,4.0,0.00909090909090909,0.5789473684210527,0.7759124272545141,0.0,0.7759124272545141,106,0,0,1.6625,4.83125,9.79375,0
393,6,barabasi_albert,random,5.0,0.060606060606060594,0.6470588235294118,0.9313663714859249,0.0,0.9313663714859248,262,0,0,2.33125,6.675,8.49375,0
393,7,barabasi_albert,random,5.0,0.06515151515151514,0.6470588235294118,1.0,0.0,1.0,327,0,0,2.65625,5.35,5.6375,0
393,8,barabasi_albert,random,3.0,0.01818181818181818,0.5,0.855487648120062,0.0,0.855487648120062,246,0,0,2.30625,5.6875,5.23125,0
393,9,barabasi_albert,random,3.0,0.01818181818181818,0.5789473684210527,1.0,0.0,1.0,80,0,0,1.41875,4.65,15.5875,0
393,10,barabasi_albert,random,3.0,0.02121212121212121,0.5789473684210527,0.1860389226971711,0.0,0.1860389226971711,258,0,0,2.1875,3.68125,6.48125,0
393,11,barabasi_albert,random,3.0,0.0,0.5238095238095238,0.6658144492109512,0.0,0.6658144492109512,278,0,0,2.06875,2.3375,8.24375,0
394,0,watts_strogatz,greedy,3.0,0.01380952380952381,0.42857142857142855,0.647,0.0,0.647,0,0,0,0.1125,39.99375,39.04375,0
394,1,watts_strogatz,greedy,5.0,0.15136054421768705,0.4838709677419355,0.723,0.0,0.723,6399,0,0,1.3625,0.0,1.0,0
394,2,watts_strogatz,greedy,5.0,0.2002947845804989,0.5357142857142857,0.853,0.0,0.853,0,0,0,0.2125,39.99375,33.56875,0
394,3,watts_strogatz,greedy,4.0,0.11918367346938777,0.4838709677419355,0.053000000000000005,0.0,0.053,0,0,0,0.3625,39.99375,31.5875,0
394,4,watts_strogatz,greedy,4.0,0.07709750566893424,0.4545454545454545,0.389,0.0,0.389,0,0,0,0.46875,0.0,31.0625,0
394,5,watts_strogatz,greedy,4.0,0.07541950113378687,0.42857142857142855,0.765,0.0,0.765,0,0,0,0.325,0.0,32.6125,0
394,6,watts_strogatz,greedy,4.0,0.05337868480725625,0.4166666666666667,0.287,0.0,0.287,0,0,0,0.71875,0.0,23.41875,0
394,7,watts_strogatz,greedy,4.0,0.049092970521541955,0.40540540540540543,0.263,0.0,0.263,0,0,0,0.64375,0.0,26.0875,0
394,8,watts_strogatz,greedy,4.0,0.06970521541950114,0.4166666666666667,0.29,0.0,0.29,0,0,0,0.7875,0.0,20.3375,0
394,9,watts_strogatz,greedy,4.0,0.061541950113378686,0.44117647058823534,0.621,0.0,0.621,0,0,0,0.6625,0.0,26.38125,0
394,10,watts_strogatz,greedy,4.0,0.11648526077097505,0.46875,0.177,0.0,0.177,0,0,0,0.2625,0.0,34.01875,0
394,11,watts_strogatz,greedy,4.0,0.14775510204081635,0.5172413793103449,0.788,0.0,0.788,0,0,0,0.225,0.0,36.0625,0
394,12,watts_strogatz,greedy,4.0,0.15453514739229027,0.46875,0.659,0.0,0.659,0,0,0,0.55,0.0,28.94375,0
394,13,watts_strogatz,greedy,3.0,0.021269841269841272,0.38461538461538464,0.148,0.0,0.148,0,0,0,0.75,0.0,22.98125,0
394,14,watts_strogatz,greedy,3.0,0.01984126984126984,0.38461538461538464,0.189,0.0,0.189,0,0,0,0.65625,39.99375,25.61875,0
394,15,watts_strogatz,greedy,5.0,0.09780045351473923,0.4545454545454545,0.363,0.0,0.363,0,0,0,0.675,39.99375,24.59375,0
395,0,watts_strogatz,greedy,2.0,0.04150197628458498,0.09829059829059829,0.4588038887062381,0.0,0.45880388870623806,0,0,0,0.34375,0.0,31.7875,0
395,1,watts_strogatz,greedy,1.0,0.0,0.08394160583941605,0.3058697919617809,0.0,0.3058697919617809,0,0,0,0.7125,0.0,23.725,0
395,2,watts_strogatz,greedy,2.0,0.08695652173913043,0.09126984126984126,0.6781456330216713,0.0,0.6781456330216713,0,0,0,0.83125,40.0,20.225,0
395,3,watts_strogatz,greedy,2.0,0.1660079051383399,0.09913793103448276,1.0,0.0,1.0,6400,0,0,1.6875,0.0,1.0,0
395,4,watts_strogatz,greedy,2.0,0.23715415019762848,0.10747663551401869,0.8252139046951543,0.0,0.8252139046951542,0,0,0,0.9625,40.0,16.3625,0
395,5,watts_strogatz,greedy,2.0,0.30039525691699603,0.11616161616161616,0.8422477378646922,0.0,0.8422477378646923,0,0,0,0.875,0.0,17.5,0
395,6,watts_strogatz,greedy,2.0,0.3557312252964427,0.125,0.8573753814247956,0.0,0.8573753814247956,0,0,0,0.8375,0.0,19.18125,0
395,7,watts_strogatz,greedy,2.0,0.4031620553359684,0.13372093023255813,1.0,0.0,1.0,0,0,0,0.91875,0.0,15.75,0
395,8,watts_strogatz,greedy,2.0,0.4426877470355731,0.1419753086419753,1.0,0.0,1.0,0,0,0,0.41875,0.0,29.6,0
